#mpa_vJan21_CHOCOPhlAnSGB_202103
clade_name	A1E02M01.mp.profile	A1E02M02.mp.profile	A1E02M04.mp.profile	A1E02M05.mp.profile	A1E02M07.mp.profile	A1E02M08.mp.profile	A1E02P1.mp.profile	A1E02P2.mp.profile	A1E03M01.mp.profile	A1E03M02.mp.profile	A1E03M05.mp.profile	A1E03M06.mp.profile	A1E03P1.mp.profile	A1E03P2.mp.profile	A1E03P3.mp.profile	A1E03P4.mp.profile	A1E04M01.mp.profile	A1E04M02.mp.profile	A1E04M04.mp.profile	A1E04M05.mp.profile	A1E04M07.mp.profile	A1E04M08.mp.profile	A1E04P1.mp.profile	A1E04P2.mp.profile	A1E04P3.mp.profile	A1E04P4.mp.profile	A1E09F1.mp.profile	A1E09F2.mp.profile	A1E09M01.mp.profile	A1E09M02.mp.profile	A1E09M06.mp.profile	A1E09M07.mp.profile	A1E09M1.mp.profile	A1E09M2.mp.profile	A1E10F.mp.profile	A1E10M01.mp.profile	A1E10M02.mp.profile	A1E10M04.mp.profile	A1E10M05.mp.profile	A1E10M.mp.profile	A1E12F.mp.profile	A1E12M01.mp.profile	A1E12M02.mp.profile	A1E12M05.mp.profile	A1E12M06.mp.profile	A1E12M.mp.profile	Wild116.mp.profile	X608.mp.profile
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sp_TS3	0.04042	0.0455	0.1894	0.32298	0.20058	0.04789	0.10736	0.56887	0.29022	0.13894	0.04503	0.0	0.0	0.0	0.0	0.0	0.17404	0.00884	0.0	0.0	0.47321	0.12616	0.11535	0.41163	0.0499	0.12011	0.0	0.0	0.38733	0.31049	0.02373	0.28021	0.0	0.0	0.02334	1.54683	0.52124	3.70726	3.39001	0.0	0.09079	0.02823	0.00717	0.44554	0.68583	1.20984	0.0	0.45587
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28968|s__GGB28968_SGB41679	0.03387	0.02074	0.01788	0.00223	0.0	0.0335	0.0	0.0335	0.05425	0.08129	0.0133	0.01396	0.0472	0.14969	0.01283	0.05669	0.20454	0.10204	0.21862	0.09872	0.08677	0.05094	0.00407	0.01681	0.02797	0.00587	0.08179	0.0	0.02383	0.05182	0.07414	0.02971	0.0	0.0402	0.0	0.15758	0.03366	0.20159	0.01971	0.0	0.09797	0.00363	0.06428	0.01649	0.22391	0.00362	0.28861	0.01857
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	0.02847	0.02977	0.0521	0.08111	0.14429	0.04624	0.08535	0.21889	0.07029	0.23998	0.25958	0.05406	0.89887	0.05295	0.04185	0.91252	0.90252	0.35528	0.44424	0.42892	0.06991	0.03596	0.03159	0.30022	0.72286	0.03247	0.0413	0.02472	0.10815	0.03805	0.38368	0.08564	0.03857	0.13196	0.2244	0.4491	0.22822	0.29498	0.11222	0.0	0.37273	0.03477	0.01347	0.05552	0.15383	0.04607	0.19379	0.51754
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__GGB30301|s__GGB30301_SGB43265	0.02772	0.0519	0.0	0.00843	0.0	0.01376	0.059	0.06472	0.04298	0.03854	0.05887	0.43464	0.02961	0.01804	0.0087	0.0078	0.11166	0.10512	0.19647	0.26082	0.01552	0.01357	0.00566	0.0	0.00706	0.0	0.05121	0.00971	0.01032	0.0	0.13996	0.01636	0.0	0.03932	0.02782	0.01228	0.02384	0.01027	0.0	0.0	0.03027	0.0	0.0	0.00383	0.02174	0.02458	0.06694	0.17733
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_524_17	0.02753	0.01945	0.02106	0.01981	0.03403	0.05699	0.01167	0.13372	0.03815	0.02477	0.08192	0.24767	0.06321	0.2098	0.0551	0.14175	0.1717	0.14939	0.28366	0.08302	0.01873	0.01445	0.07062	0.0985	0.15506	0.08606	0.04609	0.02131	0.10691	0.05432	0.0197	0.01157	0.0	0.0227	0.03978	0.07047	0.05915	0.02479	0.0	0.0	0.07447	0.01085	0.00508	0.00371	0.06389	0.03711	0.00056	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB30147|s__GGB30147_SGB43074	0.02533	0.03103	0.00914	0.09494	0.17037	0.00336	0.03708	0.09166	0.02122	0.0	0.29567	0.47546	0.0	0.0	0.0	0.0	0.15108	0.16478	0.85652	0.58623	0.05196	0.04407	0.0	0.00738	0.02139	0.0	0.0	0.0	0.13461	0.02014	0.02345	0.01358	0.0	0.0	0.00099	0.21308	0.06247	0.01805	0.07831	0.0	0.01234	0.02461	0.00386	0.00378	0.0	0.0	0.0	0.01267
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_mucosicola	0.02325	0.04503	0.03142	0.02757	0.58078	0.07882	0.16126	0.10146	0.07912	0.0692	0.0373	0.14904	0.03105	0.00936	0.01052	0.0173	0.14977	0.16252	0.25633	0.04164	0.1125	0.06052	0.02095	0.12959	0.07775	0.01741	0.0	0.04914	1.27114	1.18187	0.16564	0.23311	0.01545	0.00091	0.26645	1.14946	0.43113	0.54007	0.54895	0.14592	0.14235	0.10966	0.18503	0.18194	0.10599	0.04934	0.13701	0.33202
k__Bacteria|p__Firmicutes|c__CFGB9836|o__OFGB9836|f__FGB9836|g__GGB29546|s__GGB29546_SGB42338	0.02314	0.0	0.0	0.0	0.01456	0.0	0.28671	0.27588	0.0	0.0	0.00145	0.0	0.0	0.0	0.0	0.0	0.07798	0.03593	0.02009	0.02261	0.10107	0.13088	0.0	0.01903	0.01492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59711	0.05545	0.04254	0.02118	0.03631	0.07296	0.0	0.01489	0.0	0.0036	0.0	0.0	0.0	0.44225
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41511	0.02159	0.02434	0.0	0.13735	0.01154	0.02467	0.0	0.0	0.09173	0.58241	0.43287	0.24041	0.2129	0.39261	0.24178	0.36602	1.64888	0.33153	0.12391	0.26391	0.03819	0.01325	0.00124	0.00435	0.03311	0.03381	0.38162	0.27632	0.42472	1.08447	0.66941	0.11346	0.13473	0.73973	0.0	0.91995	0.30662	0.30627	0.16637	0.0	0.11949	0.26189	0.01762	0.10298	2.16357	0.08371	0.62832	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB28989|s__GGB28989_SGB41702	0.02018	0.00535	0.02011	0.07076	0.0	0.0	0.0324	0.11553	0.10516	0.06854	0.06143	0.00797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00681	0.04761	0.0304	0.025	0.00763	0.03095	0.05629	0.0	0.0	0.00277	0.0	0.00585	0.01224	0.0	0.0	0.15144	0.00608	0.01202	0.00027	0.0	0.0	0.03022	0.0	0.0	0.0	0.0	0.08699	0.0	0.09952
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB41586	0.01535	0.00119	0.0	0.07394	0.0	0.0	0.00568	0.05948	0.05163	0.16142	0.17683	0.03344	0.0	0.0	0.0	0.0	0.12803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00616	0.0	0.0	0.0	0.0	0.0	0.02357	0.0	0.0	0.0	0.0	0.0	0.0	0.05447
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618|f__FGB9618|g__GGB28779|s__GGB28779_SGB41432	0.01532	0.00173	0.0	0.02465	0.02699	0.0	0.0	0.0	0.0	0.01181	0.31343	0.11416	0.14239	0.1569	0.01273	0.05574	0.01822	0.0195	0.0	0.05236	0.01631	0.01387	0.0	0.0	0.01375	0.0	0.03928	0.00554	0.00364	0.00015	0.0	0.02206	0.0	0.04898	0.0	0.0	0.0	0.0	0.0	0.0	0.00939	0.0	0.0	0.00777	0.0	0.08212	0.28569	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_sp_P55	0.01152	0.02483	0.04104	0.03556	0.88943	0.06547	0.11543	0.03198	0.20447	0.22002	0.1048	0.25225	0.04164	0.04623	0.05819	0.05396	0.12335	0.09476	0.18195	0.03368	0.22473	0.11215	0.18101	0.1116	0.03937	0.03639	0.0	0.06259	0.61821	0.75915	0.18683	0.25738	0.06071	0.01127	0.15742	0.73903	0.28878	0.44398	0.54314	0.1398	0.05499	0.08123	0.11386	0.16985	0.12822	0.02299	0.63161	0.34992
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acutalibacter|s__Acutalibacter_sp_1XD8_36	0.00882	0.01481	0.0	0.0	0.0	0.00862	0.0	0.0	0.0	0.0	0.0	0.0	0.69651	0.2556	0.32897	0.23205	0.0	0.02241	0.00726	0.0011	0.0	0.00242	0.00588	0.02596	0.02719	0.01027	0.95825	0.12158	0.0043	0.00471	0.0	0.0	0.0	0.21576	0.0	0.0	0.0	0.0	0.0	0.0	0.05401	0.01803	0.00554	0.00172	0.0	0.00081	0.26582	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28769|s__GGB28769_SGB41421	0.00853	0.00132	0.01169	0.00033	0.00549	0.0	0.05136	0.10933	0.0	0.0	0.03005	0.00217	0.0	0.0	0.0	0.0	0.16667	0.11567	0.05276	0.12559	0.01518	0.0107	0.00508	0.05964	0.10697	0.00562	0.0	0.0	0.01608	0.00463	0.14016	0.02328	0.0	0.0	0.21259	0.04596	0.07214	0.04626	0.03668	0.0	0.01936	0.00076	0.01541	0.0	0.00741	0.0	0.0	0.12041
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27873|s__GGB27873_SGB40307	0.00832	0.01239	0.01112	0.0	0.0	0.0065	0.0	0.0	0.08409	0.05941	0.03189	0.0	0.57578	0.13762	4.23484	7.72732	0.0	0.0	0.0	0.0	0.02405	0.02242	0.17108	0.04575	0.0	1.72248	0.67199	10.82939	0.0	0.0	0.00326	0.02497	1.59457	1.39587	0.0	0.0	0.0	0.0	0.0	0.0	0.01893	0.0	0.0	0.0	0.0	0.39964	3.62234	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28763|s__GGB28763_SGB41411	0.00745	0.0	0.0	0.00688	0.0	0.0	0.0	0.0	0.06004	0.38005	1.16651	0.61625	0.19586	0.12932	0.05109	0.33925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06981	0.00734	0.0	0.0	0.0	0.0	0.0	0.01042	0.0	0.0	0.0	0.0	0.0	0.0	0.01867	0.0	0.0	0.0	0.0	0.0	0.21669	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__GGB30302|s__GGB30302_SGB43266	0.00735	0.01276	0.0	0.0	0.0	0.0	0.0	0.0	0.00564	0.07049	0.04115	0.03613	0.00875	0.01632	0.0	0.00833	0.05105	0.00229	0.02464	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.0502	0.0	0.0	0.0	0.0	0.0	0.0	0.01494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12757	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__GGB30300|s__GGB30300_SGB43264	0.00689	0.01619	0.0055	0.01087	0.0	0.0	0.0	0.0	0.03769	0.0208	0.01737	0.00698	0.01305	0.03719	0.01332	0.01528	0.0	0.0	0.0	0.00263	0.01637	0.00291	0.00851	0.00516	0.00048	0.01019	0.02041	0.00246	0.0	0.0	0.0	0.00251	0.0	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.00445	0.0	0.0	0.0	0.0	0.0	0.04957	0.0
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516|f__FGB9516|g__GGB28431|s__GGB28431_SGB41014	0.0059	0.0	0.0	0.0	0.00172	0.02233	0.01145	0.04567	0.03411	0.0	0.01168	0.08194	0.0	0.0	0.0	0.0	0.05237	0.0807	0.12008	0.03089	0.09418	0.05181	0.02245	0.04517	0.14759	0.03867	0.0	0.0	0.04461	0.02654	0.00873	0.00267	0.0	0.0	0.01932	0.00364	0.01424	0.01732	0.0	0.0	0.00896	0.09381	0.04657	0.00447	0.0422	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__GGB30286|s__GGB30286_SGB43248	0.00465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02416	0.0154	0.10463	0.02021	0.0	0.0	0.00175	0.06561	0.03415	0.26784	0.04668	0.0	0.0	0.0	0.0	0.0	0.0	0.1003	0.0	0.01843	0.0	0.00072	0.0	0.0	0.02985	0.0	0.01476	0.00022	0.00491	0.0	0.0	0.0	0.0	0.0	0.00119	0.00769	0.0	0.0028	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_apodemus	0.00304	0.01717	0.00623	0.04118	0.0	0.00566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03387	0.0	0.0	0.0	0.01322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00786	0.0365	0.00606	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_caecicola	0.00218	0.01486	0.00736	0.00219	0.15699	0.03841	0.0	0.0	0.03288	0.04703	0.02319	0.04072	0.30985	0.12598	0.36658	0.18042	0.08311	0.06274	0.07516	0.03189	0.04843	0.03575	0.01664	0.06263	0.01902	0.01813	0.08571	0.41059	0.2562	0.42463	0.07477	0.09691	0.33622	0.10862	0.0	0.24322	0.09269	0.19709	0.2107	0.0	0.0365	0.02268	0.03877	0.04954	0.02373	0.00239	0.74375	0.0
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639|f__FGB9639|g__GGB28934|s__GGB28934_SGB41635	0.00125	0.00704	0.0	0.0	0.0	0.0	0.18805	0.24598	0.0	0.0122	0.01683	0.01262	0.0	0.0	0.0	0.0	0.38799	0.04275	0.07678	0.02622	0.00019	0.0	0.0	0.01114	0.02242	0.0	0.0	0.0	0.01	0.00135	0.02922	0.0	0.0	0.0	0.07568	0.06793	0.05439	0.01285	0.02548	0.0	0.08809	0.0	0.0	0.0	0.03768	0.02415	0.0	0.42078
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_ganmani|t__SGB21961	11.17195	4.78931	3.9166	14.15881	5.16082	10.36704	6.24798	3.91885	9.33463	6.41488	3.04583	1.75936	6.04511	8.64341	6.05584	4.00953	4.66862	0.87296	0.38519	4.43342	5.38748	6.68043	4.63655	1.32473	2.30912	4.36233	1.53503	2.29135	6.01293	4.29072	1.39541	1.39606	7.1108	2.23761	0.90763	1.764	1.25025	3.58554	1.30108	1.17684	1.10243	2.05027	5.29642	6.617	2.2258	4.99723	5.60084	2.28581
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium|t__SGB27761	10.87743	11.93353	20.49405	8.49224	0.37794	8.57128	0.0	0.0	10.84672	10.5376	11.97196	4.85286	27.78788	4.6839	32.9845	23.73485	0.15401	1.0846	0.11097	1.56942	6.1166	10.44989	23.24932	5.72051	5.83993	25.92011	9.37877	25.21938	0.02126	0.11534	2.82604	7.39192	33.7368	16.16863	0.0	0.54416	2.21156	0.5792	0.72184	0.0	5.77256	2.24405	2.54136	1.08983	0.84264	10.54408	13.7987	0.02674
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24102|s__GGB24102_SGB40205|t__SGB40205	5.73149	6.46301	2.80122	3.72947	5.43748	2.36241	1.86064	4.36625	1.00182	0.97023	2.08367	10.4116	1.46664	4.5441	1.18809	2.1621	2.44446	6.31769	8.33149	7.91886	2.07753	4.79041	0.46548	1.24584	1.42036	0.22383	3.28219	1.5844	7.34341	5.39567	1.85826	1.12571	1.02986	3.34702	1.50368	2.69978	5.28109	2.90032	1.36368	1.83201	0.45363	8.61986	8.68806	3.12256	4.94949	0.60158	0.58891	1.47371
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified|s__Muribaculaceae_bacterium|t__SGB35903	5.62985	4.30157	3.99644	4.93471	3.43046	4.99178	7.83546	6.90563	4.53011	4.34376	3.31198	1.2269	0.0	0.0	0.0	0.0	1.42956	3.54781	3.18459	4.17255	5.0782	6.14607	1.25964	3.51807	4.02385	0.38255	0.0	0.0	2.85187	6.64718	7.61537	6.8201	0.0	0.0	4.29768	2.80532	3.94151	2.95314	3.3967	5.06109	1.67167	3.76311	3.95814	3.95615	1.60034	1.6801	0.0	2.22189
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified|s__Muribaculaceae_bacterium|t__SGB27763	5.40937	6.54049	6.91084	7.31258	5.98391	13.90237	21.35075	10.16249	4.89814	3.52158	8.09429	2.2787	4.24213	2.40032	5.78204	4.28722	2.66371	8.2843	6.93384	5.3614	11.33594	10.39689	2.84336	12.84872	11.55128	0.99295	4.34367	3.75605	11.23881	26.2776	3.98689	5.43828	2.89111	2.31639	19.22517	3.65927	5.6302	3.51075	5.79761	33.84456	8.31832	11.25568	15.96808	14.4383	7.60859	2.71091	3.13706	10.44221
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27881|s__GGB27881_SGB40315|t__SGB40315	4.43715	6.07243	8.53515	3.53295	1.70827	5.58204	6.29454	5.12967	10.10363	7.96631	9.46465	13.78169	0.00115	0.00029	0.0	0.0	1.22347	2.72226	0.26212	0.28033	4.40257	5.07493	0.93341	4.34438	2.22308	0.75212	0.0	0.0	1.15854	1.98027	10.00974	6.45046	0.0	0.0	17.07179	4.10059	6.57221	2.0989	3.1847	15.76723	1.42894	12.27772	5.568	2.36097	3.17397	3.98719	0.0	4.23814
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27876|s__GGB27876_SGB40310|t__SGB40310	3.69075	3.69928	5.40984	4.98728	7.00225	5.29389	0.0	0.0	6.07749	5.98718	5.47757	6.97691	7.25671	7.71533	10.07547	9.88007	0.1739	1.74493	0.74811	1.919	6.50443	5.81713	5.42218	5.32848	4.69928	4.90133	6.94082	12.43097	0.74605	2.6593	5.40086	4.99045	10.76891	8.3214	0.0	0.45519	1.67881	1.00068	0.71893	0.0	3.57909	4.16768	3.51352	3.21582	1.10095	3.83533	3.47772	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28926|s__GGB28926_SGB41623|t__SGB41623	3.59861	2.49325	0.9802	1.14316	1.80179	0.71809	2.60246	4.55559	1.16365	1.57111	0.59617	0.43824	0.0	0.0	0.0	0.0	1.68926	3.62065	7.78755	4.98044	3.74403	1.84878	0.32895	0.42744	0.26052	0.18461	0.0	0.0	1.07087	1.69628	2.52516	0.3328	0.0	0.0	1.06635	5.68734	3.6152	2.7744	3.74335	0.732	1.35416	0.28338	1.59027	2.11277	0.91393	1.0959	0.0	0.8959
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB24148|s__GGB24148_SGB35952|t__SGB35952	3.41113	5.36057	6.22653	2.61267	0.24973	1.8789	0.0	0.0	4.81653	6.23105	3.32376	1.88395	2.49326	0.65163	1.75631	2.16603	0.49037	1.55423	0.22725	2.76603	7.43991	6.10524	5.60174	5.45931	4.4232	4.66472	3.57128	4.21037	0.21869	0.84885	6.78124	8.83928	9.30718	5.98189	0.0	1.61773	3.98475	2.09146	2.80138	0.0	4.9956	2.68346	1.53821	2.79487	2.08462	6.0132	2.34773	0.00133
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified|s__Muribaculaceae_bacterium_Isolate_104_HZI|t__SGB21585	2.8055	3.89228	4.28978	1.66907	7.25744	8.39162	5.47548	1.43539	4.73104	2.76789	3.49264	0.13501	0.00036	0.0	0.0	0.0	1.89751	5.24696	2.66075	6.00702	2.94972	4.13188	8.06284	5.65019	4.63254	5.42209	0.0	0.0	0.19483	1.66255	2.03301	0.01857	0.0	0.0	4.15135	1.54535	7.54891	1.56073	1.65617	8.00216	4.53112	9.88032	11.11826	9.49891	5.84293	5.11485	0.00127	1.23682
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28415|s__GGB28415_SGB40997|t__SGB40997	2.78252	1.50844	0.0	3.60089	0.02576	0.0	0.69772	0.66836	0.68203	0.08726	0.80779	0.47396	0.0	0.0	0.0	0.0	0.05294	0.0	0.07701	0.41202	0.27042	0.0	0.0	0.36206	0.33612	0.0598	0.0	0.0	0.36659	0.53195	0.04323	0.0	0.0	0.0	0.07002	0.05616	0.0	0.17737	0.02522	0.36101	0.22812	0.0	1.54956	0.0	0.75809	0.03377	0.0	0.51686
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_sp_Z80|t__SGB40792	2.67523	3.29475	1.82147	2.64153	5.38234	4.05816	1.04276	2.17079	1.72683	1.7397	2.33926	0.58925	0.0	0.0	0.0	0.0	1.41449	3.36602	0.96063	1.93255	2.51349	2.61413	1.92148	4.26408	4.06992	2.94449	0.0	0.0	5.36913	5.83957	1.90618	1.94767	0.0	0.0	1.47878	1.60993	2.63756	2.13907	2.84354	1.13079	1.71918	5.19751	4.00645	2.28564	1.48792	3.39016	0.0	1.64741
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB27482|s__GGB27482_SGB39778|t__SGB39778	2.58356	2.6668	3.37399	0.73581	10.87277	1.85621	3.46924	4.62906	2.53098	2.89914	0.02344	0.0	0.0	0.0	0.0	0.0	0.01403	10.5655	3.18155	7.4304	2.19874	2.58915	2.22486	3.35346	1.52158	4.78175	0.0	0.0	8.42409	1.39821	4.70901	6.70597	0.0	0.0	7.30711	5.5141	8.3698	3.95947	6.75991	1.36373	4.28637	0.06597	3.23472	5.22772	0.01846	3.39198	0.0	5.62603
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_murinus|t__SGB7077	1.60103	1.07236	0.72163	1.06781	7.22285	2.55836	0.05608	1.18653	2.09306	5.17926	0.30713	0.66989	2.17629	2.02852	0.78995	1.97242	3.41097	0.63125	0.4846	1.43918	2.57237	0.80488	0.62066	0.76646	0.27276	0.20794	4.79843	1.26544	3.2446	4.27146	5.50365	13.80235	8.30233	0.98262	0.27225	3.28323	1.06501	10.64292	7.76146	0.0	14.37077	2.00091	2.84345	13.17537	18.04141	3.98041	9.81294	2.83164
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__GGB28248|s__GGB28248_SGB40791|t__SGB40791	1.47164	1.74211	1.93922	2.64485	0.49882	1.43722	0.35501	0.87165	0.09024	0.24875	0.87132	0.68472	2.68271	2.73922	2.28228	4.12675	0.60139	0.98948	0.52393	0.60267	1.33824	1.73831	0.04401	0.65455	0.66981	0.22617	3.82075	2.78885	2.22967	1.00994	0.69555	0.72145	1.50521	3.72432	0.28779	0.71148	1.20841	1.08126	0.74613	0.27386	0.25146	2.23292	1.85492	1.36801	1.65339	0.44098	1.95234	0.14803
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella_muris|t__SGB21446	1.42204	1.55194	1.36253	0.92941	0.1734	0.77471	0.0	0.0	0.97177	1.64433	1.51676	0.83567	0.83603	0.0	0.0	2.23165	0.12196	0.52899	0.16684	0.69836	0.81974	0.95889	1.75982	0.93457	1.03302	1.4371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20887	0.5837	0.23104	0.28013	0.0	1.26296	0.35407	0.15629	0.09996	0.24685	3.33051	0.1819	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27772|s__GGB27772_SGB40186|t__SGB40186	1.37218	1.31013	0.75581	0.89036	1.26652	0.95108	0.72696	0.58805	0.46714	0.1985	0.24316	0.81691	0.0	0.0	0.0	0.0	0.16716	0.34015	0.59407	0.07791	0.62381	0.98326	0.13121	0.08042	0.20598	0.15382	0.0	0.0	1.13756	0.70029	0.14498	0.17923	0.0	0.0	1.10777	0.4383	0.3745	0.49353	0.61448	0.66808	0.05977	0.89259	1.24024	0.47876	0.11292	0.13684	0.0	0.80371
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella_dubosii|t__SGB2089	1.29138	2.26753	4.17145	1.93206	0.19648	2.47339	0.0	0.0	2.60611	3.25406	3.07283	1.23735	5.50155	2.14017	7.85975	4.65151	0.03254	0.44481	0.10186	1.44345	3.37344	3.9429	15.83756	10.10673	8.4617	14.56569	6.64452	5.16009	0.0218	0.08618	4.50705	3.49521	3.18546	5.29697	0.0	0.20112	0.83404	0.4359	0.27263	0.0	2.49992	2.21628	1.79285	0.88196	0.40564	2.59978	0.46809	0.01202
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_arabinosiphila|t__SGB7270	1.21994	1.09872	0.49078	1.57978	2.59595	1.51634	2.62795	5.76761	0.14013	0.20573	0.27112	0.33525	0.21752	0.28789	0.2449	0.18895	3.762	2.92348	6.27569	2.76997	0.25478	0.34558	0.37839	1.10153	1.48529	0.37193	0.40428	0.05759	2.38694	0.30704	1.52154	1.29458	0.10726	0.11521	2.09064	6.0354	4.48371	6.23302	7.54344	1.32544	2.44268	0.26618	1.4192	1.71606	2.49944	1.39966	0.31207	3.4711
