#mpa_vJan21_CHOCOPhlAnSGB_202103
clade_name	A1E02M01.mp.profile	A1E02M02.mp.profile	A1E02M04.mp.profile	A1E02M05.mp.profile	A1E02M07.mp.profile	A1E02M08.mp.profile	A1E02P1.mp.profile	A1E02P2.mp.profile	A1E03M01.mp.profile	A1E03M02.mp.profile	A1E03M05.mp.profile	A1E03M06.mp.profile	A1E03P1.mp.profile	A1E03P2.mp.profile	A1E03P3.mp.profile	A1E03P4.mp.profile	A1E04M01.mp.profile	A1E04M02.mp.profile	A1E04M04.mp.profile	A1E04M05.mp.profile	A1E04M07.mp.profile	A1E04M08.mp.profile	A1E04P1.mp.profile	A1E04P2.mp.profile	A1E04P3.mp.profile	A1E04P4.mp.profile	A1E09F1.mp.profile	A1E09F2.mp.profile	A1E09M01.mp.profile	A1E09M02.mp.profile	A1E09M06.mp.profile	A1E09M07.mp.profile	A1E09M1.mp.profile	A1E09M2.mp.profile	A1E10F.mp.profile	A1E10M01.mp.profile	A1E10M02.mp.profile	A1E10M04.mp.profile	A1E10M05.mp.profile	A1E10M.mp.profile	A1E12F.mp.profile	A1E12M01.mp.profile	A1E12M02.mp.profile	A1E12M05.mp.profile	A1E12M06.mp.profile	A1E12M.mp.profile	Wild116.mp.profile	X608.mp.profile
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter	0.04042	0.0455	0.1894	0.32298	0.20058	0.04789	0.10736	0.56887	0.29022	0.13894	0.04503	0.0	0.0	0.0	0.0	0.0	0.17404	0.00884	0.0	0.0	0.47321	0.12616	0.11535	0.41163	0.0499	0.12011	0.0	0.0	0.38733	0.31049	0.02373	0.28021	0.0	0.0	0.02334	1.54683	0.52124	3.70726	3.39001	0.0	0.09079	0.02823	0.00717	0.44554	0.68583	1.20984	0.0	0.45587
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28968	0.03387	0.02074	0.01788	0.00223	0.0	0.0335	0.0	0.0335	0.05425	0.08129	0.0133	0.01396	0.0472	0.14969	0.01283	0.05669	0.20454	0.10204	0.21862	0.09872	0.08677	0.05094	0.00407	0.01681	0.02797	0.00587	0.08179	0.0	0.02383	0.05182	0.07414	0.02971	0.0	0.0402	0.0	0.15758	0.03366	0.20159	0.01971	0.0	0.09797	0.00363	0.06428	0.01649	0.22391	0.00362	0.28861	0.01857
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__GGB30301	0.02772	0.0519	0.0	0.00843	0.0	0.01376	0.059	0.06472	0.04298	0.03854	0.05887	0.43464	0.02961	0.01804	0.0087	0.0078	0.11166	0.10512	0.19647	0.26082	0.01552	0.01357	0.00566	0.0	0.00706	0.0	0.05121	0.00971	0.01032	0.0	0.13996	0.01636	0.0	0.03932	0.02782	0.01228	0.02384	0.01027	0.0	0.0	0.03027	0.0	0.0	0.00383	0.02174	0.02458	0.06694	0.17733
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor	0.02753	0.01945	0.02106	0.01981	0.03403	0.05699	0.01167	0.13372	0.03815	0.02477	0.08192	0.24767	0.06321	0.2098	0.0551	0.14175	0.1717	0.14939	0.28366	0.08302	0.01873	0.01445	0.07062	0.0985	0.15506	0.08606	0.04609	0.02131	0.10691	0.05432	0.0197	0.01157	0.0	0.0227	0.03978	0.07047	0.05915	0.02479	0.0	0.0	0.07447	0.01085	0.00508	0.00371	0.06389	0.03711	0.00056	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB30147	0.02533	0.03103	0.00914	0.09494	0.17037	0.00336	0.03708	0.09166	0.02122	0.0	0.29567	0.47546	0.0	0.0	0.0	0.0	0.15108	0.16478	0.85652	0.58623	0.05196	0.04407	0.0	0.00738	0.02139	0.0	0.0	0.0	0.13461	0.02014	0.02345	0.01358	0.0	0.0	0.00099	0.21308	0.06247	0.01805	0.07831	0.0	0.01234	0.02461	0.00386	0.00378	0.0	0.0	0.0	0.01267
k__Bacteria|p__Firmicutes|c__CFGB9836|o__OFGB9836|f__FGB9836|g__GGB29546	0.02314	0.0	0.0	0.0	0.01456	0.0	0.28671	0.27588	0.0	0.0	0.00145	0.0	0.0	0.0	0.0	0.0	0.07798	0.03593	0.02009	0.02261	0.10107	0.13088	0.0	0.01903	0.01492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59711	0.05545	0.04254	0.02118	0.03631	0.07296	0.0	0.01489	0.0	0.0036	0.0	0.0	0.0	0.44225
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB28989	0.02018	0.00535	0.02011	0.07076	0.0	0.0	0.0324	0.11553	0.10516	0.06854	0.06143	0.00797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00681	0.04761	0.0304	0.025	0.00763	0.03095	0.05629	0.0	0.0	0.00277	0.0	0.00585	0.01224	0.0	0.0	0.15144	0.00608	0.01202	0.00027	0.0	0.0	0.03022	0.0	0.0	0.0	0.0	0.08699	0.0	0.09952
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618|f__FGB9618|g__GGB28779	0.01532	0.00173	0.0	0.02465	0.02699	0.0	0.0	0.0	0.0	0.01181	0.31343	0.11416	0.14239	0.1569	0.01273	0.05574	0.01822	0.0195	0.0	0.05236	0.01631	0.01387	0.0	0.0	0.01375	0.0	0.03928	0.00554	0.00364	0.00015	0.0	0.02206	0.0	0.04898	0.0	0.0	0.0	0.0	0.0	0.0	0.00939	0.0	0.0	0.00777	0.0	0.08212	0.28569	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus	0.01152	0.02483	0.04104	0.03556	0.88943	0.06547	0.11543	0.03198	0.20447	0.22002	0.1048	0.25225	0.04164	0.04623	0.05819	0.05396	0.12335	0.09476	0.18195	0.03368	0.22473	0.11215	0.18101	0.1116	0.03937	0.03639	0.0	0.06259	0.61821	0.75915	0.18683	0.25738	0.06071	0.01127	0.15742	0.73903	0.28878	0.44398	0.54314	0.1398	0.05499	0.08123	0.11386	0.16985	0.12822	0.02299	0.63161	0.34992
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acutalibacter	0.00882	0.01481	0.0	0.0	0.0	0.00862	0.0	0.0	0.0	0.0	0.0	0.0	0.69651	0.2556	0.32897	0.23205	0.0	0.02241	0.00726	0.0011	0.0	0.00242	0.00588	0.02596	0.02719	0.01027	0.95825	0.12158	0.0043	0.00471	0.0	0.0	0.0	0.21576	0.0	0.0	0.0	0.0	0.0	0.0	0.05401	0.01803	0.00554	0.00172	0.0	0.00081	0.26582	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28769	0.00853	0.00132	0.01169	0.00033	0.00549	0.0	0.05136	0.10933	0.0	0.0	0.03005	0.00217	0.0	0.0	0.0	0.0	0.16667	0.11567	0.05276	0.12559	0.01518	0.0107	0.00508	0.05964	0.10697	0.00562	0.0	0.0	0.01608	0.00463	0.14016	0.02328	0.0	0.0	0.21259	0.04596	0.07214	0.04626	0.03668	0.0	0.01936	0.00076	0.01541	0.0	0.00741	0.0	0.0	0.12041
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27873	0.00832	0.01239	0.01112	0.0	0.0	0.0065	0.0	0.0	0.08409	0.05941	0.03189	0.0	0.57578	0.13762	4.23484	7.72732	0.0	0.0	0.0	0.0	0.02405	0.02242	0.17108	0.04575	0.0	1.72248	0.67199	10.82939	0.0	0.0	0.00326	0.02497	1.59457	1.39587	0.0	0.0	0.0	0.0	0.0	0.0	0.01893	0.0	0.0	0.0	0.0	0.39964	3.62234	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28763	0.00745	0.0	0.0	0.00688	0.0	0.0	0.0	0.0	0.06004	0.38005	1.16651	0.61625	0.19586	0.12932	0.05109	0.33925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06981	0.00734	0.0	0.0	0.0	0.0	0.0	0.01042	0.0	0.0	0.0	0.0	0.0	0.0	0.01867	0.0	0.0	0.0	0.0	0.0	0.21669	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__GGB30302	0.00735	0.01276	0.0	0.0	0.0	0.0	0.0	0.0	0.00564	0.12599	0.04115	0.03613	0.00875	0.01632	0.0	0.00833	0.05105	0.00229	0.02464	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.0502	0.0	0.0	0.0	0.0	0.0	0.0	0.01494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13809	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__GGB30300	0.00689	0.01619	0.0055	0.01087	0.0	0.0	0.0	0.0	0.03769	0.0208	0.01737	0.00698	0.01305	0.03719	0.01332	0.01528	0.0	0.0	0.0	0.00263	0.01637	0.00291	0.00851	0.00516	0.00048	0.01019	0.02041	0.00246	0.0	0.0	0.0	0.00251	0.0	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.00445	0.0	0.0	0.0	0.0	0.0	0.04957	0.0
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516|f__FGB9516|g__GGB28431	0.0059	0.0	0.0	0.0	0.00172	0.02233	0.01145	0.04567	0.03411	0.0	0.01168	0.08194	0.0	0.0	0.0	0.0	0.05237	0.0807	0.12008	0.03089	0.09418	0.05181	0.02245	0.04517	0.14759	0.03867	0.0	0.0	0.04461	0.02654	0.00873	0.00267	0.0	0.0	0.01932	0.00364	0.01424	0.01732	0.0	0.0	0.00896	0.09381	0.04657	0.00447	0.0422	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__GGB30286	0.00465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02416	0.0154	0.10463	0.02021	0.0	0.0	0.00175	0.06561	0.03415	0.26784	0.04668	0.0	0.0	0.0	0.0	0.0	0.0	0.1003	0.0	0.01843	0.0	0.00072	0.0	0.0	0.02985	0.0	0.01476	0.00022	0.00491	0.0	0.0	0.0	0.0	0.0	0.00119	0.00769	0.0	0.0028	0.0
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639|f__FGB9639|g__GGB28934	0.00125	0.00704	0.0	0.0	0.0	0.0	0.18805	0.24598	0.0	0.0122	0.01683	0.01262	0.0	0.0	0.0	0.0	0.38799	0.04275	0.07678	0.02622	0.00019	0.0	0.0	0.01114	0.02242	0.0	0.0	0.0	0.01	0.00135	0.02922	0.0	0.0	0.0	0.07568	0.06793	0.05439	0.01285	0.02548	0.0	0.08809	0.0	0.0	0.0	0.03768	0.02415	0.0	0.42078
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified|s__Muribaculaceae_bacterium	11.59149	11.38918	11.2361	12.90207	9.95759	19.693	37.41456	22.21215	10.70965	8.63396	12.62171	4.34211	4.24213	2.40032	5.78204	4.28722	4.1902	12.35371	10.60451	10.04197	16.85711	17.09767	4.24852	17.60932	16.18031	1.50051	4.34367	3.75605	14.22393	33.33858	12.38344	12.80515	2.89111	2.31639	29.15542	6.47718	9.76483	6.69754	9.35396	48.49039	10.33607	16.37228	21.33254	18.83956	9.37049	4.72262	3.13706	14.62389
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_ganmani	11.17195	4.78931	3.9166	14.15881	5.16082	10.36704	6.24798	3.91885	9.33463	6.41488	3.04583	1.75936	6.04511	8.64341	6.05584	4.00953	4.66862	0.87296	0.38519	4.43342	5.38748	6.68043	4.63655	1.32473	2.30912	4.36233	1.53503	2.29135	6.01293	4.29072	1.39541	1.39606	7.1108	2.23761	0.90763	1.764	1.25025	3.58554	1.30108	1.17684	1.10243	2.05027	5.29642	6.617	2.2258	4.99723	5.60084	2.28581
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium	10.87743	11.93353	20.49405	8.49224	0.37794	8.57128	0.0	0.0	10.84672	10.5376	11.97196	4.85286	27.78788	4.6839	32.9845	23.73485	0.15401	1.0846	0.11097	1.56942	6.1166	10.44989	23.24932	5.72051	5.83993	25.92011	9.37877	25.21938	0.02126	0.11534	2.82604	7.39192	33.7368	16.16863	0.0	0.54416	2.21156	0.5792	0.72184	0.0	5.77256	2.24405	2.54136	1.08983	0.84264	10.54408	13.7987	0.02674
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24102|s__GGB24102_SGB40205	5.73149	6.46301	2.80122	3.72947	5.43748	2.36241	1.86064	4.36625	1.00182	0.97023	2.08367	10.4116	1.46664	4.5441	1.18809	2.1621	2.44446	6.31769	8.33149	7.91886	2.07753	4.79041	0.46548	1.24584	1.42036	0.22383	3.28219	1.5844	7.34341	5.39567	1.85826	1.12571	1.02986	3.34702	1.50368	2.69978	5.28109	2.90032	1.36368	1.83201	0.45363	8.61986	8.68806	3.12256	4.94949	0.60158	0.58891	1.47371
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27881|s__GGB27881_SGB40315	4.43715	6.07243	8.53515	3.53295	1.70827	5.58204	6.29454	5.12967	10.10363	7.96631	9.46465	13.78169	0.00115	0.00029	0.0	0.0	1.22347	2.72226	0.26212	0.28033	4.40257	5.07493	0.93341	4.34438	2.22308	0.75212	0.0	0.0	1.15854	1.98027	10.00974	6.45046	0.0	0.0	17.07179	4.10059	6.57221	2.0989	3.1847	15.76723	1.42894	12.27772	5.568	2.36097	3.17397	3.98719	0.0	4.23814
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27876|s__GGB27876_SGB40310	3.69075	3.69928	5.40984	4.98728	7.00225	5.29389	0.0	0.0	6.07749	5.98718	5.47757	6.97691	7.25671	7.71533	10.07547	9.88007	0.1739	1.74493	0.74811	1.919	6.50443	5.81713	5.42218	5.32848	4.69928	4.90133	6.94082	12.43097	0.74605	2.6593	5.40086	4.99045	10.76891	8.3214	0.0	0.45519	1.67881	1.00068	0.71893	0.0	3.57909	4.16768	3.51352	3.21582	1.10095	3.83533	3.47772	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28926|s__GGB28926_SGB41623	3.59861	2.49325	0.9802	1.14316	1.80179	0.71809	2.60246	4.55559	1.16365	1.57111	0.59617	0.43824	0.0	0.0	0.0	0.0	1.68926	3.62065	7.78755	4.98044	3.74403	1.84878	0.32895	0.42744	0.26052	0.18461	0.0	0.0	1.07087	1.69628	2.52516	0.3328	0.0	0.0	1.06635	5.68734	3.6152	2.7744	3.74335	0.732	1.35416	0.28338	1.59027	2.11277	0.91393	1.0959	0.0	0.8959
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB24148|s__GGB24148_SGB35952	3.41113	5.36057	6.22653	2.61267	0.24973	1.8789	0.0	0.0	4.81653	6.23105	3.32376	1.88395	2.49326	0.65163	1.75631	2.16603	0.49037	1.55423	0.22725	2.76603	7.43991	6.10524	5.60174	5.45931	4.4232	4.66472	3.57128	4.21037	0.21869	0.84885	6.78124	8.83928	9.30718	5.98189	0.0	1.61773	3.98475	2.09146	2.80138	0.0	4.9956	2.68346	1.53821	2.79487	2.08462	6.0132	2.34773	0.00133
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified|s__Muribaculaceae_bacterium_Isolate_104_HZI	2.8055	3.89228	4.28978	1.66907	7.25744	8.39162	5.47548	1.43539	4.73104	2.76789	3.49264	0.13501	0.00036	0.0	0.0	0.0	1.89751	5.24696	2.66075	6.00702	2.94972	4.13188	8.06284	5.65019	4.63254	5.42209	0.0	0.0	0.19483	1.66255	2.03301	0.01857	0.0	0.0	4.15135	1.54535	7.54891	1.56073	1.65617	8.00216	4.53112	9.88032	11.11826	9.49891	5.84293	5.11485	0.00127	1.23682
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28415|s__GGB28415_SGB40997	2.78252	1.50844	0.0	3.60089	0.02576	0.0	0.69772	0.66836	0.68203	0.08726	0.80779	0.47396	0.0	0.0	0.0	0.0	0.05294	0.0	0.07701	0.41202	0.27042	0.0	0.0	0.36206	0.33612	0.0598	0.0	0.0	0.36659	0.53195	0.04323	0.0	0.0	0.0	0.07002	0.05616	0.0	0.17737	0.02522	0.36101	0.22812	0.0	1.54956	0.0	0.75809	0.03377	0.0	0.51686
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_sp_Z80	2.67523	3.29475	1.82147	2.64153	5.38234	4.05816	1.04276	2.17079	1.72683	1.7397	2.33926	0.58925	0.0	0.0	0.0	0.0	1.41449	3.36602	0.96063	1.93255	2.51349	2.61413	1.92148	4.26408	4.06992	2.94449	0.0	0.0	5.36913	5.83957	1.90618	1.94767	0.0	0.0	1.47878	1.60993	2.63756	2.13907	2.84354	1.13079	1.71918	5.19751	4.00645	2.28564	1.48792	3.39016	0.0	1.64741
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB27482|s__GGB27482_SGB39778	2.58356	2.6668	3.37399	0.73581	10.87277	1.85621	3.46924	4.62906	2.53098	2.89914	0.02344	0.0	0.0	0.0	0.0	0.0	0.01403	10.5655	3.18155	7.4304	2.19874	2.58915	2.22486	3.35346	1.52158	4.78175	0.0	0.0	8.42409	1.39821	4.70901	6.70597	0.0	0.0	7.30711	5.5141	8.3698	3.95947	6.75991	1.36373	4.28637	0.06597	3.23472	5.22772	0.01846	3.39198	0.0	5.62603
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_murinus	1.60103	1.07236	0.72163	1.06781	7.22285	2.55836	0.05608	1.18653	2.09306	5.17926	0.30713	0.66989	2.17629	2.02852	0.78995	1.97242	3.41097	0.63125	0.4846	1.43918	2.57237	0.80488	0.62066	0.76646	0.27276	0.20794	4.79843	1.26544	3.2446	4.27146	5.50365	13.80235	8.30233	0.98262	0.27225	3.28323	1.06501	10.64292	7.76146	0.0	14.37077	2.00091	2.84345	13.17537	18.04141	3.98041	9.81294	2.83164
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__GGB28248|s__GGB28248_SGB40791	1.47164	1.74211	1.93922	2.64485	0.49882	1.43722	0.35501	0.87165	0.09024	0.24875	0.87132	0.68472	2.68271	2.73922	2.28228	4.12675	0.60139	0.98948	0.52393	0.60267	1.33824	1.73831	0.04401	0.65455	0.66981	0.22617	3.82075	2.78885	2.22967	1.00994	0.69555	0.72145	1.50521	3.72432	0.28779	0.71148	1.20841	1.08126	0.74613	0.27386	0.25146	2.23292	1.85492	1.36801	1.65339	0.44098	1.95234	0.14803
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella_muris	1.42204	1.55194	1.36253	0.92941	0.1734	0.77471	0.0	0.0	0.97177	1.64433	1.51676	0.83567	0.83603	0.0	0.0	2.23165	0.12196	0.52899	0.16684	0.69836	0.81974	0.95889	1.75982	0.93457	1.03302	1.4371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20887	0.5837	0.23104	0.28013	0.0	1.26296	0.35407	0.15629	0.09996	0.24685	3.33051	0.1819	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27772|s__GGB27772_SGB40186	1.37218	1.31013	0.75581	0.89036	1.26652	0.95108	0.72696	0.58805	0.46714	0.1985	0.24316	0.81691	0.0	0.0	0.0	0.0	0.16716	0.34015	0.59407	0.07791	0.62381	0.98326	0.13121	0.08042	0.20598	0.15382	0.0	0.0	1.13756	0.70029	0.14498	0.17923	0.0	0.0	1.10777	0.4383	0.3745	0.49353	0.61448	0.66808	0.05977	0.89259	1.24024	0.47876	0.11292	0.13684	0.0	0.80371
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella_dubosii	1.29138	2.26753	4.17145	1.93206	0.19648	2.47339	0.0	0.0	2.60611	3.25406	3.07283	1.23735	5.50155	2.14017	7.85975	4.65151	0.03254	0.44481	0.10186	1.44345	3.37344	3.9429	15.83756	10.10673	8.4617	14.56569	6.64452	5.16009	0.0218	0.08618	4.50705	3.49521	3.18546	5.29697	0.0	0.20112	0.83404	0.4359	0.27263	0.0	2.49992	2.21628	1.79285	0.88196	0.40564	2.59978	0.46809	0.01202
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_arabinosiphila	1.21994	1.09872	0.49078	1.57978	2.59595	1.51634	2.62795	5.76761	0.14013	0.20573	0.27112	0.33525	0.21752	0.28789	0.2449	0.18895	3.762	2.92348	6.27569	2.76997	0.25478	0.34558	0.37839	1.10153	1.48529	0.37193	0.40428	0.05759	2.38694	0.30704	1.52154	1.29458	0.10726	0.11521	2.09064	6.0354	4.48371	6.23302	7.54344	1.32544	2.44268	0.26618	1.4192	1.71606	2.49944	1.39966	0.31207	3.4711
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28949|s__GGB28949_SGB41655	1.21142	1.75921	0.35481	0.58423	0.03978	0.48986	2.45061	2.88308	0.32446	1.30319	0.9315	0.90162	0.0	0.0	0.0	0.0	3.44727	3.97139	0.85047	3.08579	0.75953	0.26372	0.09408	0.69698	2.27989	0.89204	0.0	0.0	0.26723	0.15182	1.41583	1.27972	0.0	0.0	1.79457	4.57418	4.34363	4.46302	4.54021	1.22723	1.48437	0.34007	0.54487	0.7313	1.18695	1.93394	0.0	4.03506
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27776|s__GGB27776_SGB40190	1.13346	1.17706	1.08622	2.12669	0.94604	1.85617	1.4839	1.72193	1.47635	1.00003	0.99302	2.37052	0.0	0.0	0.0	0.0	0.3454	1.67439	1.33112	0.85833	0.76118	0.98682	1.09097	2.9726	1.47487	1.30974	0.0	0.0	4.68085	3.37699	0.54503	0.99099	0.0	0.0	3.01184	1.32877	1.25578	2.03441	1.69323	1.98077	1.09078	0.76966	1.22893	0.82776	1.16789	1.64985	0.0	5.20111
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24102|s__GGB24102_SGB35895	1.0969	1.61276	1.28972	1.11183	0.07845	0.0	0.0	0.0	0.75167	0.31402	0.63971	1.62589	1.04576	1.5007	1.467	1.43996	0.13525	0.23858	0.24679	0.23258	0.80469	0.91814	0.41106	0.07002	0.06016	0.54779	2.25003	1.17203	0.03558	0.1176	0.10781	0.06923	0.6228	1.62355	0.0	0.0	0.0	0.0	0.0	0.0	0.00265	0.51048	0.32849	0.48384	0.06202	0.12827	0.80384	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636|f__FGB636|g__GGB14001|s__GGB14001_SGB21428	1.07835	1.5455	2.07854	1.24064	1.4754	2.04133	5.98964	3.39168	2.51056	2.1119	1.7726	0.45978	0.0	0.0	0.0	0.0	0.34569	0.92898	0.88467	0.79451	1.97449	2.09208	2.95289	2.16832	2.44121	4.14353	0.0	0.0	0.76828	1.69381	2.83903	1.85376	0.0	0.0	5.50873	0.99273	1.3142	2.07119	1.96394	4.89124	2.69097	1.27583	1.25533	2.27457	1.17588	3.13358	0.0	2.58102
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	1.00979	0.74738	1.31815	0.48627	0.33913	0.48442	0.0	0.0	0.88358	0.69092	0.28025	0.07552	4.90224	0.9531	5.56833	1.49491	0.06999	0.33272	0.07205	0.20426	1.0735	1.29017	3.96538	1.45125	0.75017	2.39017	2.56468	5.26224	0.01824	0.3594	1.28068	0.39888	4.26291	2.6682	0.0	0.11208	0.41564	0.04867	0.08571	0.0	0.48156	0.54283	0.34192	0.29186	0.14804	1.10529	1.85224	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_taiwanensis	1.0078	0.47908	1.64077	1.14841	1.29059	0.32113	1.19434	0.436	1.11635	0.28901	1.05534	0.06586	1.84438	11.80074	1.95504	4.70624	1.0669	0.01174	0.00086	0.03993	0.91574	0.14784	0.54921	0.05689	0.04109	0.73462	0.0	1.62811	0.04774	0.07417	0.40276	0.4538	0.79092	1.82055	0.43446	5.2048	0.61092	2.29021	3.8857	0.87481	2.81248	0.01676	0.00518	0.62357	6.4057	2.35045	7.13593	3.3231
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Mucispirillum|s__Mucispirillum_schaedleri	0.99389	0.15094	0.30421	0.70797	0.17174	0.5098	0.0	0.0	0.58474	0.36896	0.47126	0.1345	0.32798	1.09189	0.20223	0.22391	0.12741	0.0	0.0	0.0	0.06757	0.03154	0.26994	0.15948	0.16194	0.07347	0.03786	0.17463	0.89453	0.0646	0.05722	0.0123	0.05196	0.2026	0.0	0.0	0.0	0.1854	0.0	0.0	0.07268	0.32356	0.28567	0.02878	0.109	0.23169	0.35576	0.0
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28903|s__GGB28903_SGB41594	0.99066	0.64992	0.2208	0.39381	0.39859	0.32929	0.07588	0.1035	0.31246	0.26603	0.09148	0.0088	0.0	0.0	0.0	0.0	2.26084	0.0536	2.2269	1.83885	0.43127	0.71369	0.00032	0.01151	0.03243	0.00585	0.0	0.0	0.01224	0.07851	0.54134	0.02151	0.0	0.0	0.00793	2.31016	1.86497	1.60428	2.31091	0.0	0.04585	0.01166	0.15067	0.28749	0.13915	0.03744	0.0	1.95646
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27792|s__GGB27792_SGB40208	0.97738	0.72092	0.65176	0.75097	0.70125	1.41332	0.51525	0.74667	0.23387	0.15857	0.77727	2.14114	0.74036	0.5492	1.2722	0.83857	0.1239	0.6229	0.805	0.5249	0.37646	0.63018	0.38841	0.93377	1.15026	0.4846	0.86098	0.90531	0.55478	0.65113	0.51166	0.16026	0.22615	0.71119	0.712	0.40435	0.52042	0.3609	0.55583	0.25948	0.19704	1.17917	0.93089	0.64103	0.4561	0.43866	0.4078	0.42204
