Sample	feature	coverage
A1E10M04	DonB_bin_87	5.01
A1E10M04	DonB_bin_88	1.08
A1E10M04	DonB_bin_89	5.67
A1E10M04	DonB_bin_9	11.7
A1E10M04	DonB_bin_90	7.69
A1E10M04	DonB_bin_91	29.28
A1E10M04	DonB_bin_92	30.28
A1E10M04	DonB_bin_93	21.87
A1E10M04	DonB_bin_94	74.98
A1E10M04	DonB_bin_95	14.84
A1E10M04	DonB_bin_96	9.34
A1E10M04	DonB_bin_97	18.55
A1E10M04	DonB_bin_98	9.19
A1E10M04	DonB_bin_99	14.07
A1E10M05	DonA_UnBin	28.77
A1E10M05	DonA_bin_1	49.23
A1E10M05	DonA_bin_10	6.04
A1E10M05	DonA_bin_100	34.5
A1E10M05	DonA_bin_101	8.43
A1E10M05	DonA_bin_102	98.94
A1E10M05	DonA_bin_103	95.51
A1E10M05	DonA_bin_104	89.92
A1E10M05	DonA_bin_105	22.72
A1E10M05	DonA_bin_106	81.87
A1E10M05	DonA_bin_107	3.77
A1E10M05	DonA_bin_108	19.97
A1E10M05	DonA_bin_109	99.86
A1E10M05	DonA_bin_11	4.31
A1E10M05	DonA_bin_110	41.47
A1E10M05	DonA_bin_111	59.35
A1E10M05	DonA_bin_112	33.96
A1E10M05	DonA_bin_113	67.14
A1E10M05	DonA_bin_114	99.58
A1E10M05	DonA_bin_115	12.98
A1E10M05	DonA_bin_116	3.26
A1E10M05	DonA_bin_117	6.63
A1E10M05	DonA_bin_118	15.9
A1E10M05	DonA_bin_119	20.03
A1E10M05	DonA_bin_12	98.92
A1E10M05	DonA_bin_120	56.6
A1E10M05	DonA_bin_121	13.79
A1E10M05	DonA_bin_122	20.27
A1E10M05	DonA_bin_123	98.69
A1E10M05	DonA_bin_124	30.2
A1E10M05	DonA_bin_125	12.58
A1E10M05	DonA_bin_126	93.12
A1E10M05	DonA_bin_127	51.74
A1E10M05	DonA_bin_128	46.23
A1E10M05	DonA_bin_129	25.55
A1E10M05	DonA_bin_13	30.49
A1E10M05	DonA_bin_130	55.4
A1E10M05	DonA_bin_131	8.79
A1E10M05	DonA_bin_132	43.51
A1E10M05	DonA_bin_133	82.52
A1E10M05	DonA_bin_14	26.71
A1E10M05	DonA_bin_15	44.82
A1E10M05	DonA_bin_16	99.28
A1E10M05	DonA_bin_17	34.32
A1E10M05	DonA_bin_18	29.63
A1E10M05	DonA_bin_19	14.52
A1E10M05	DonA_bin_2	98.35
A1E10M05	DonA_bin_20	4.44
A1E10M05	DonA_bin_21	95.6
A1E10M05	DonA_bin_22	70.89
A1E10M05	DonA_bin_23	47.83
A1E10M05	DonA_bin_24	24.45
A1E10M05	DonA_bin_25	22.61
A1E10M05	DonA_bin_26	11.21
A1E10M05	DonA_bin_27	55.5
A1E10M05	DonA_bin_28	2.87
A1E10M05	DonA_bin_29	35.37
A1E10M05	DonA_bin_3	8.36
A1E10M05	DonA_bin_30	97.64
A1E10M05	DonA_bin_31	38.47
A1E10M05	DonA_bin_32	50.92
A1E10M05	DonA_bin_33	91.88
A1E10M05	DonA_bin_34	18.88
A1E10M05	DonA_bin_35	0.85
A1E10M05	DonA_bin_36	83.83
A1E10M05	DonA_bin_37	3.05
A1E10M05	DonA_bin_38	25.01
A1E10M05	DonA_bin_39	98.8
A1E10M05	DonA_bin_4	1.79
A1E10M05	DonA_bin_40	82.27
A1E10M05	DonA_bin_41	34.66
A1E10M05	DonA_bin_42	10.6
A1E10M05	DonA_bin_43	84.76
A1E10M05	DonA_bin_44	7.98
A1E10M05	DonA_bin_45	57.28
A1E10M05	DonA_bin_46	87.65
A1E10M05	DonA_bin_47	79.54
A1E10M05	DonA_bin_48	92.33
A1E10M05	DonA_bin_49	9.27
A1E10M05	DonA_bin_5	13.59
A1E10M05	DonA_bin_50	94.5
A1E10M05	DonA_bin_51	11.07
A1E10M05	DonA_bin_52	96.54
A1E10M05	DonA_bin_53	58.15
A1E10M05	DonA_bin_54	12.62
A1E10M05	DonA_bin_55	97.27
A1E10M05	DonA_bin_56	91.16
A1E10M05	DonA_bin_57	74.17
A1E10M05	DonA_bin_58	72.5
A1E10M05	DonA_bin_59	6.96
A1E10M05	DonA_bin_6	53.4
A1E10M05	DonA_bin_60	63.59
A1E10M05	DonA_bin_61	10.17
A1E10M05	DonA_bin_62	43.7
A1E10M05	DonA_bin_63	45.22
A1E10M05	DonA_bin_64	95.06
A1E10M05	DonA_bin_65	75.36
A1E10M05	DonA_bin_66	4.65
A1E10M05	DonA_bin_67	59.49
A1E10M05	DonA_bin_68	31.62
A1E10M05	DonA_bin_69	43.93
A1E10M05	DonA_bin_7	42.12
A1E10M05	DonA_bin_70	9.49
A1E10M05	DonA_bin_71	95.44
A1E10M05	DonA_bin_72	11.15
A1E10M05	DonA_bin_73	7.25
A1E10M05	DonA_bin_74	14.05
A1E10M05	DonA_bin_75	26.01
A1E10M05	DonA_bin_76	92.66
A1E10M05	DonA_bin_77	43.14
A1E10M05	DonA_bin_78	5.75
A1E10M05	DonA_bin_79	99.04
A1E10M05	DonA_bin_8	87.02
A1E10M05	DonA_bin_80	59.99
A1E10M05	DonA_bin_81	58.12
A1E10M05	DonA_bin_82	60.65
A1E10M05	DonA_bin_83	63.32
A1E10M05	DonA_bin_84	30.67
A1E10M05	DonA_bin_85	5.58
A1E10M05	DonA_bin_86	5.09
A1E10M05	DonA_bin_87	15.46
A1E10M05	DonA_bin_88	63.56
A1E10M05	DonA_bin_89	38.8
A1E10M05	DonA_bin_9	73.51
A1E10M05	DonA_bin_90	10.06
A1E10M05	DonA_bin_91	21.98
A1E10M05	DonA_bin_92	67.57
A1E10M05	DonA_bin_93	61.81
A1E10M05	DonA_bin_94	47.58
A1E10M05	DonA_bin_95	25.39
A1E10M05	DonA_bin_96	98.12
A1E10M05	DonA_bin_97	47.95
A1E10M05	DonA_bin_98	4.73
A1E10M05	DonA_bin_99	53.25
A1E10M05	DonB_UnBin	11.61
A1E10M05	DonB_bin_1	60.7
A1E10M05	DonB_bin_10	12.95
A1E10M05	DonB_bin_100	33.75
A1E10M05	DonB_bin_101	2.52
A1E10M05	DonB_bin_102	1.35
A1E10M05	DonB_bin_103	68.09
A1E10M05	DonB_bin_104	55
A1E10M05	DonB_bin_105	20.04
A1E10M05	DonB_bin_106	20.22
A1E10M05	DonB_bin_107	5.11
A1E10M05	DonB_bin_108	23.84
A1E10M05	DonB_bin_109	20.21
A1E10M05	DonB_bin_11	2.18
A1E10M05	DonB_bin_110	0.7
A1E10M05	DonB_bin_111	6.15
A1E10M05	DonB_bin_112	23.99
A1E10M05	DonB_bin_113	23.9
A1E10M05	DonB_bin_114	15.92
A1E10M05	DonB_bin_115	1.16
A1E10M05	DonB_bin_116	6.89
A1E10M05	DonB_bin_117	97.55
A1E10M05	DonB_bin_118	5.81
A1E10M05	DonB_bin_119	21.25
A1E10M05	DonB_bin_12	32.1
A1E10M05	DonB_bin_120	17.69
A1E10M05	DonB_bin_121	15.28
A1E10M05	DonB_bin_122	64.78
A1E10M05	DonB_bin_123	1.92
A1E10M05	DonB_bin_124	6.74
A1E10M05	DonB_bin_125	3.87
A1E10M05	DonB_bin_126	16.73
A1E10M05	DonB_bin_127	9.04
A1E10M05	DonB_bin_128	61.11
A1E10M05	DonB_bin_129	12.98
A1E10M05	DonB_bin_13	2.46
A1E10M05	DonB_bin_130	11.23
A1E10M05	DonB_bin_131	71.22
A1E10M05	DonB_bin_132	0.9
A1E10M05	DonB_bin_133	0.07
A1E10M05	DonB_bin_134	14.98
A1E10M05	DonB_bin_135	4.55
A1E10M05	DonB_bin_136	4.55
A1E10M05	DonB_bin_137	3.5
A1E10M05	DonB_bin_138	63.62
A1E10M05	DonB_bin_139	56.46
A1E10M05	DonB_bin_14	20.08
A1E10M05	DonB_bin_140	13.52
A1E10M05	DonB_bin_141	44.41
A1E10M05	DonB_bin_142	0.76
A1E10M05	DonB_bin_15	17.52
A1E10M05	DonB_bin_16	32.49
A1E10M05	DonB_bin_17	0.59
A1E10M05	DonB_bin_18	0.88
A1E10M05	DonB_bin_19	0.72
A1E10M05	DonB_bin_2	4.11
A1E10M05	DonB_bin_20	6.37
A1E10M05	DonB_bin_21	29.38
A1E10M05	DonB_bin_22	0.96
A1E10M05	DonB_bin_23	1.92
A1E10M05	DonB_bin_24	0.75
A1E10M05	DonB_bin_25	1.09
A1E10M05	DonB_bin_26	2.07
A1E10M05	DonB_bin_27	0.74
A1E10M05	DonB_bin_28	1.54
A1E10M05	DonB_bin_29	1.17
A1E10M05	DonB_bin_3	4.58
A1E10M05	DonB_bin_30	2.67
A1E10M05	DonB_bin_31	24.32
A1E10M05	DonB_bin_32	1.39
A1E10M05	DonB_bin_33	89.87
A1E10M05	DonB_bin_34	50.3
A1E10M05	DonB_bin_35	15.75
A1E10M05	DonB_bin_36	48.09
A1E10M05	DonB_bin_37	29.02
A1E10M05	DonB_bin_38	15.68
A1E10M05	DonB_bin_39	53.21
A1E10M05	DonB_bin_4	96.11
A1E10M05	DonB_bin_40	3.87
A1E10M05	DonB_bin_41	63.11
A1E10M05	DonB_bin_42	11.52
A1E10M05	DonB_bin_43	5.36
A1E10M05	DonB_bin_44	27.97
A1E10M05	DonB_bin_45	17.95
A1E10M05	DonB_bin_46	21.01
A1E10M05	DonB_bin_47	2.93
A1E10M05	DonB_bin_48	0.27
A1E10M05	DonB_bin_49	12.78
A1E10M05	DonB_bin_5	2.77
A1E10M05	DonB_bin_50	3.04
A1E10M05	DonB_bin_51	0.72
A1E10M05	DonB_bin_52	14.1
A1E10M05	DonB_bin_53	1.46
A1E10M05	DonB_bin_54	11.41
A1E10M05	DonB_bin_55	2.56
A1E10M05	DonB_bin_56	4.99
A1E10M05	DonB_bin_57	4.88
A1E10M05	DonB_bin_58	0.02
A1E10M05	DonB_bin_59	62.56
A1E10M05	DonB_bin_6	1.94
A1E10M05	DonB_bin_60	58.55
A1E10M05	DonB_bin_61	1.23
A1E10M05	DonB_bin_62	97.56
A1E10M05	DonB_bin_63	0.09
A1E10M05	DonB_bin_64	11.24
A1E10M05	DonB_bin_65	17.79
A1E10M05	DonB_bin_66	1.6
A1E10M05	DonB_bin_67	9.47
A1E10M05	DonB_bin_68	38.92
A1E10M05	DonB_bin_69	4.32
A1E10M05	DonB_bin_7	24.62
A1E10M05	DonB_bin_70	2.41
A1E10M05	DonB_bin_71	0.3
A1E10M05	DonB_bin_72	8.51
A1E10M05	DonB_bin_73	12.56
A1E10M05	DonB_bin_74	23.28
A1E10M05	DonB_bin_75	16.64
A1E10M05	DonB_bin_76	12.3
A1E10M05	DonB_bin_77	10.39
A1E10M05	DonB_bin_78	18.86
A1E10M05	DonB_bin_79	0.26
A1E10M05	DonB_bin_8	1.81
A1E10M05	DonB_bin_80	34.75
A1E10M05	DonB_bin_81	5.31
A1E10M05	DonB_bin_82	40.9
A1E10M05	DonB_bin_83	1.68
A1E10M05	DonB_bin_84	4.07
A1E10M05	DonB_bin_85	1.58
A1E10M05	DonB_bin_86	62.99
A1E10M05	DonB_bin_87	4.6
A1E10M05	DonB_bin_88	0.92
A1E10M05	DonB_bin_89	3.98
A1E10M05	DonB_bin_9	4.84
A1E10M05	DonB_bin_90	5.41
A1E10M05	DonB_bin_91	8.39
A1E10M05	DonB_bin_92	37.16
A1E10M05	DonB_bin_93	21.64
A1E10M05	DonB_bin_94	55.29
A1E10M05	DonB_bin_95	6.22
A1E10M05	DonB_bin_96	7.24
A1E10M05	DonB_bin_97	23.38
A1E10M05	DonB_bin_98	13.55
A1E10M05	DonB_bin_99	17.7
A1E12F	DonA_UnBin	26.36
A1E12F	DonA_bin_1	52.37
A1E12F	DonA_bin_10	42.11
A1E12F	DonA_bin_100	77.03
A1E12F	DonA_bin_101	2.03
A1E12F	DonA_bin_102	72.25
A1E12F	DonA_bin_103	85.36
A1E12F	DonA_bin_104	84.57
A1E12F	DonA_bin_105	34.95
A1E12F	DonA_bin_106	91.99
A1E12F	DonA_bin_107	2.67
A1E12F	DonA_bin_108	16.19
A1E12F	DonA_bin_109	99.21
A1E12F	DonA_bin_11	4.36
A1E12F	DonA_bin_110	88.25
A1E12F	DonA_bin_111	64.72
A1E12F	DonA_bin_112	4.43
A1E12F	DonA_bin_113	71.88
A1E12F	DonA_bin_114	95.33
A1E12F	DonA_bin_115	24.3
A1E12F	DonA_bin_116	9.44
A1E12F	DonA_bin_117	35.99
A1E12F	DonA_bin_118	24.2
A1E12F	DonA_bin_119	48.78
A1E12F	DonA_bin_12	89.47
A1E12F	DonA_bin_120	33.66
A1E12F	DonA_bin_121	7.2
A1E12F	DonA_bin_122	45.98
A1E12F	DonA_bin_123	88.34
A1E12F	DonA_bin_124	20.77
A1E12F	DonA_bin_125	33.35
A1E12F	DonA_bin_126	10.05
A1E12F	DonA_bin_127	60.98
A1E12F	DonA_bin_128	24.48
A1E12F	DonA_bin_129	31.25
A1E12F	DonA_bin_13	56.67
A1E12F	DonA_bin_130	22.8
A1E12F	DonA_bin_131	11.16
A1E12F	DonA_bin_132	53.49
A1E12F	DonA_bin_133	85.08
A1E12F	DonA_bin_14	47.78
A1E12F	DonA_bin_15	51.48
A1E12F	DonA_bin_16	99.4
A1E12F	DonA_bin_17	19.32
A1E12F	DonA_bin_18	48.87
A1E12F	DonA_bin_19	6.59
A1E12F	DonA_bin_2	92.28
A1E12F	DonA_bin_20	11.54
A1E12F	DonA_bin_21	15.33
A1E12F	DonA_bin_22	59.26
A1E12F	DonA_bin_23	29.06
A1E12F	DonA_bin_24	9.83
A1E12F	DonA_bin_25	17.19
A1E12F	DonA_bin_26	20.24
A1E12F	DonA_bin_27	49.5
A1E12F	DonA_bin_28	33.71
A1E12F	DonA_bin_29	63.53
A1E12F	DonA_bin_3	30.57
A1E12F	DonA_bin_30	87.71
A1E12F	DonA_bin_31	2.8
A1E12F	DonA_bin_32	78.78
A1E12F	DonA_bin_33	79.56
A1E12F	DonA_bin_34	28.46
A1E12F	DonA_bin_35	0.76
A1E12F	DonA_bin_36	63.57
A1E12F	DonA_bin_37	39.04
A1E12F	DonA_bin_38	45.78
A1E12F	DonA_bin_39	91.7
A1E12F	DonA_bin_4	0.55
A1E12F	DonA_bin_40	56.44
A1E12F	DonA_bin_41	22.91
A1E12F	DonA_bin_42	0.02
A1E12F	DonA_bin_43	88.12
A1E12F	DonA_bin_44	0.35
A1E12F	DonA_bin_45	40.3
A1E12F	DonA_bin_46	52.59
A1E12F	DonA_bin_47	60.49
A1E12F	DonA_bin_48	81.74
A1E12F	DonA_bin_49	3.13
A1E12F	DonA_bin_5	14.62
A1E12F	DonA_bin_50	97.62
A1E12F	DonA_bin_51	6.21
A1E12F	DonA_bin_52	88.39
A1E12F	DonA_bin_53	26.19
A1E12F	DonA_bin_54	17.4
A1E12F	DonA_bin_55	87.24
A1E12F	DonA_bin_56	99.52
A1E12F	DonA_bin_57	88.35
A1E12F	DonA_bin_58	63.05
A1E12F	DonA_bin_59	20.23
A1E12F	DonA_bin_6	5.39
A1E12F	DonA_bin_60	50.47
A1E12F	DonA_bin_61	26.78
A1E12F	DonA_bin_62	47.38
A1E12F	DonA_bin_63	66.38
A1E12F	DonA_bin_64	41.88
A1E12F	DonA_bin_65	53.34
A1E12F	DonA_bin_66	3.66
A1E12F	DonA_bin_67	23.97
A1E12F	DonA_bin_68	54.73
A1E12F	DonA_bin_69	48
A1E12F	DonA_bin_7	75.11
A1E12F	DonA_bin_70	64.6
A1E12F	DonA_bin_71	45.77
A1E12F	DonA_bin_72	10.42
A1E12F	DonA_bin_73	10.46
A1E12F	DonA_bin_74	35.57
A1E12F	DonA_bin_75	53.83
A1E12F	DonA_bin_76	39.7
A1E12F	DonA_bin_77	51.61
A1E12F	DonA_bin_78	4.8
A1E12F	DonA_bin_79	99.4
A1E12F	DonA_bin_8	90.71
A1E12F	DonA_bin_80	78.6
A1E12F	DonA_bin_81	21.98
A1E12F	DonA_bin_82	53.7
A1E12F	DonA_bin_83	22.08
A1E12F	DonA_bin_84	44.82
A1E12F	DonA_bin_85	10.52
A1E12F	DonA_bin_86	22.86
A1E12F	DonA_bin_87	13.62
A1E12F	DonA_bin_88	72.45
A1E12F	DonA_bin_89	52.97
A1E12F	DonA_bin_9	90.25
A1E12F	DonA_bin_90	15.65
A1E12F	DonA_bin_91	40.94
A1E12F	DonA_bin_92	12.55
A1E12F	DonA_bin_93	24.76
A1E12F	DonA_bin_94	78.63
A1E12F	DonA_bin_95	35.84
A1E12F	DonA_bin_96	63.29
A1E12F	DonA_bin_97	16.05
A1E12F	DonA_bin_98	54.17
A1E12F	DonA_bin_99	5.9
A1E12F	DonB_UnBin	15.42
A1E12F	DonB_bin_1	63.42
A1E12F	DonB_bin_10	21.17
A1E12F	DonB_bin_100	18.33
A1E12F	DonB_bin_101	7.81
A1E12F	DonB_bin_102	2.32
A1E12F	DonB_bin_103	68.22
A1E12F	DonB_bin_104	27.3
A1E12F	DonB_bin_105	6.57
A1E12F	DonB_bin_106	24.68
A1E12F	DonB_bin_107	2.79
A1E12F	DonB_bin_108	24.39
A1E12F	DonB_bin_109	17.08
A1E12F	DonB_bin_11	20.04
A1E12F	DonB_bin_110	2.13
A1E12F	DonB_bin_111	1.15
A1E12F	DonB_bin_112	39.03
A1E12F	DonB_bin_113	28.72
A1E12F	DonB_bin_114	12.16
A1E12F	DonB_bin_115	2.83
A1E12F	DonB_bin_116	7.38
A1E12F	DonB_bin_117	99.39
A1E12F	DonB_bin_118	94.44
A1E12F	DonB_bin_119	77.12
A1E12F	DonB_bin_12	80.24
A1E12F	DonB_bin_120	21.94
A1E12F	DonB_bin_121	14.84
A1E12F	DonB_bin_122	98.13
A1E12F	DonB_bin_123	2.02
A1E12F	DonB_bin_124	11.89
A1E12F	DonB_bin_125	3.81
A1E12F	DonB_bin_126	19.47
A1E12F	DonB_bin_127	10.31
A1E12F	DonB_bin_128	68.62
A1E12F	DonB_bin_129	32.91
A1E12F	DonB_bin_13	1.32
A1E12F	DonB_bin_130	11.49
A1E12F	DonB_bin_131	99.39
A1E12F	DonB_bin_132	1.09
A1E12F	DonB_bin_133	2.16
A1E12F	DonB_bin_134	28.79
A1E12F	DonB_bin_135	5.36
A1E12F	DonB_bin_136	16.31
A1E12F	DonB_bin_137	1.8
A1E12F	DonB_bin_138	14.81
A1E12F	DonB_bin_139	78.74
A1E12F	DonB_bin_14	87.73
A1E12F	DonB_bin_140	21.06
A1E12F	DonB_bin_141	68.69
A1E12F	DonB_bin_142	0.92
A1E12F	DonB_bin_15	29.48
A1E12F	DonB_bin_16	15.39
A1E12F	DonB_bin_17	0.65
A1E12F	DonB_bin_18	1.3
A1E12F	DonB_bin_19	1.12
A1E12F	DonB_bin_2	3.48
A1E12F	DonB_bin_20	12.05
A1E12F	DonB_bin_21	21.52
A1E12F	DonB_bin_22	3.02
A1E12F	DonB_bin_23	4.31
A1E12F	DonB_bin_24	6.38
A1E12F	DonB_bin_25	6.3
A1E12F	DonB_bin_26	4.81
A1E12F	DonB_bin_27	2.56
A1E12F	DonB_bin_28	3.59
A1E12F	DonB_bin_29	2.14
A1E12F	DonB_bin_3	5.79
A1E12F	DonB_bin_30	2.67
A1E12F	DonB_bin_31	8.49
A1E12F	DonB_bin_32	2.3
A1E12F	DonB_bin_33	81.86
A1E12F	DonB_bin_34	42.08
A1E12F	DonB_bin_35	6.11
A1E12F	DonB_bin_36	57.54
A1E12F	DonB_bin_37	33.37
A1E12F	DonB_bin_38	38.56
A1E12F	DonB_bin_39	68.49
A1E12F	DonB_bin_4	98.23
A1E12F	DonB_bin_40	16.47
A1E12F	DonB_bin_41	97.52
A1E12F	DonB_bin_42	13.22
A1E12F	DonB_bin_43	64.21
A1E12F	DonB_bin_44	20.36
A1E12F	DonB_bin_45	50.44
A1E12F	DonB_bin_46	15.93
A1E12F	DonB_bin_47	14.39
A1E12F	DonB_bin_48	26.03
A1E12F	DonB_bin_49	12.74
A1E12F	DonB_bin_5	12.2
A1E12F	DonB_bin_50	9.74
A1E12F	DonB_bin_51	5.28
A1E12F	DonB_bin_52	54.75
A1E12F	DonB_bin_53	1.53
A1E12F	DonB_bin_54	26.21
A1E12F	DonB_bin_55	2.69
A1E12F	DonB_bin_56	16.61
A1E12F	DonB_bin_57	5.78
A1E12F	DonB_bin_58	0.06
A1E12F	DonB_bin_59	98.19
A1E12F	DonB_bin_6	2.26
A1E12F	DonB_bin_60	53.33
A1E12F	DonB_bin_61	10.57
A1E12F	DonB_bin_62	98.9
A1E12F	DonB_bin_63	42.55
A1E12F	DonB_bin_64	14.6
A1E12F	DonB_bin_65	30.87
A1E12F	DonB_bin_66	2.76
A1E12F	DonB_bin_67	4.04
A1E12F	DonB_bin_68	8.85
A1E12F	DonB_bin_69	40.56
A1E12F	DonB_bin_7	9.4
A1E12F	DonB_bin_70	11.85
A1E12F	DonB_bin_71	0.32
A1E12F	DonB_bin_72	11.71
A1E12F	DonB_bin_73	8.82
A1E12F	DonB_bin_74	12.35
A1E12F	DonB_bin_75	22.02
A1E12F	DonB_bin_76	10.76
A1E12F	DonB_bin_77	48.56
A1E12F	DonB_bin_78	28.24
A1E12F	DonB_bin_79	0.27
A1E12F	DonB_bin_8	0.59
A1E12F	DonB_bin_80	95.42
A1E12F	DonB_bin_81	29.01
A1E12F	DonB_bin_82	33.6
A1E12F	DonB_bin_83	9.19
A1E12F	DonB_bin_84	4.96
A1E12F	DonB_bin_85	3.27
A1E12F	DonB_bin_86	95.24
A1E12F	DonB_bin_87	5
A1E12F	DonB_bin_88	1.08
A1E12F	DonB_bin_89	6.19
A1E12F	DonB_bin_9	7.01
A1E12F	DonB_bin_90	5.18
A1E12F	DonB_bin_91	16.57
A1E12F	DonB_bin_92	85.97
A1E12F	DonB_bin_93	19.19
A1E12F	DonB_bin_94	82.12
A1E12F	DonB_bin_95	5.99
A1E12F	DonB_bin_96	12.82
A1E12F	DonB_bin_97	5.13
A1E12F	DonB_bin_98	54.87
A1E12F	DonB_bin_99	61.05
A1E12M	DonA_UnBin	23.62
A1E12M	DonA_bin_1	22.29
A1E12M	DonA_bin_10	9.97
A1E12M	DonA_bin_100	62.43
A1E12M	DonA_bin_101	4.54
A1E12M	DonA_bin_102	67.86
A1E12M	DonA_bin_103	87.45
A1E12M	DonA_bin_104	76.37
A1E12M	DonA_bin_105	18.07
A1E12M	DonA_bin_106	91.32
A1E12M	DonA_bin_107	2.29
A1E12M	DonA_bin_108	17
A1E12M	DonA_bin_109	98.43
A1E12M	DonA_bin_11	11.51
A1E12M	DonA_bin_110	46.93
A1E12M	DonA_bin_111	59.8
A1E12M	DonA_bin_112	13.92
A1E12M	DonA_bin_113	49.95
A1E12M	DonA_bin_114	87.08
A1E12M	DonA_bin_115	14.62
A1E12M	DonA_bin_116	20.59
A1E12M	DonA_bin_117	43.87
A1E12M	DonA_bin_118	13.12
A1E12M	DonA_bin_119	27.43
A1E12M	DonA_bin_12	99.34
A1E12M	DonA_bin_120	43.43
A1E12M	DonA_bin_121	14.83
A1E12M	DonA_bin_122	45.54
A1E12M	DonA_bin_123	84.42
A1E12M	DonA_bin_124	13.27
A1E12M	DonA_bin_125	19.62
A1E12M	DonA_bin_126	11.24
A1E12M	DonA_bin_127	48.8
A1E12M	DonA_bin_128	13.8
A1E12M	DonA_bin_129	24.54
A1E12M	DonA_bin_13	37.44
A1E12M	DonA_bin_130	28.22
A1E12M	DonA_bin_131	8.56
A1E12M	DonA_bin_132	40.39
A1E12M	DonA_bin_133	88.7
A1E12M	DonA_bin_14	56.2
A1E12M	DonA_bin_15	40.21
A1E12M	DonA_bin_16	94.7
A1E12M	DonA_bin_17	17.84
A1E12M	DonA_bin_18	53.38
A1E12M	DonA_bin_19	7.64
A1E12M	DonA_bin_2	81.27
A1E12M	DonA_bin_20	9.9
A1E12M	DonA_bin_21	72.44
A1E12M	DonA_bin_22	47.73
A1E12M	DonA_bin_23	27.27
A1E12M	DonA_bin_24	35.27
A1E12M	DonA_bin_25	18.13
A1E12M	DonA_bin_26	7.65
A1E12M	DonA_bin_27	35.63
A1E12M	DonA_bin_28	23.36
A1E12M	DonA_bin_29	44.68
A1E12M	DonA_bin_3	12.64
A1E12M	DonA_bin_30	98.86
A1E12M	DonA_bin_31	10.64
A1E12M	DonA_bin_32	82.19
A1E12M	DonA_bin_33	80.08
A1E12M	DonA_bin_34	23.83
A1E12M	DonA_bin_35	0.82
A1E12M	DonA_bin_36	41.36
A1E12M	DonA_bin_37	60.23
A1E12M	DonA_bin_38	48.15
A1E12M	DonA_bin_39	92.38
A1E12M	DonA_bin_4	82.63
A1E12M	DonA_bin_40	83.01
A1E12M	DonA_bin_41	19.14
A1E12M	DonA_bin_42	0.63
A1E12M	DonA_bin_43	88.9
A1E12M	DonA_bin_44	0.27
A1E12M	DonA_bin_45	30.73
A1E12M	DonA_bin_46	64.42
A1E12M	DonA_bin_47	74.6
A1E12M	DonA_bin_48	92.09
A1E12M	DonA_bin_49	6.27
A1E12M	DonA_bin_5	6.11
A1E12M	DonA_bin_50	97.93
A1E12M	DonA_bin_51	5.71
A1E12M	DonA_bin_52	95.71
A1E12M	DonA_bin_53	52.14
A1E12M	DonA_bin_54	11.19
A1E12M	DonA_bin_55	87.08
A1E12M	DonA_bin_56	99.5
A1E12M	DonA_bin_57	83.65
A1E12M	DonA_bin_58	92.4
A1E12M	DonA_bin_59	31.02
A1E12M	DonA_bin_6	5.88
A1E12M	DonA_bin_60	20.68
A1E12M	DonA_bin_61	13.81
A1E12M	DonA_bin_62	54.02
A1E12M	DonA_bin_63	35.86
A1E12M	DonA_bin_64	43.82
A1E12M	DonA_bin_65	47.49
A1E12M	DonA_bin_66	2.46
A1E12M	DonA_bin_67	12.46
A1E12M	DonA_bin_68	64.65
A1E12M	DonA_bin_69	70.63
A1E12M	DonA_bin_7	72.67
A1E12M	DonA_bin_70	13.79
A1E12M	DonA_bin_71	38.31
A1E12M	DonA_bin_72	6.26
A1E12M	DonA_bin_73	5.2
A1E12M	DonA_bin_74	54.35
A1E12M	DonA_bin_75	35.71
A1E12M	DonA_bin_76	12.23
A1E12M	DonA_bin_77	28.17
A1E12M	DonA_bin_78	2.88
A1E12M	DonA_bin_79	92.53
A1E12M	DonA_bin_8	90.41
A1E12M	DonA_bin_80	45.19
A1E12M	DonA_bin_81	13.34
A1E12M	DonA_bin_82	33.94
A1E12M	DonA_bin_83	14.69
A1E12M	DonA_bin_84	38.97
A1E12M	DonA_bin_85	7.9
A1E12M	DonA_bin_86	17.63
A1E12M	DonA_bin_87	15.58
A1E12M	DonA_bin_88	65.52
A1E12M	DonA_bin_89	24.01
A1E12M	DonA_bin_9	56.5
A1E12M	DonA_bin_90	8.68
A1E12M	DonA_bin_91	34.85
A1E12M	DonA_bin_92	28.78
A1E12M	DonA_bin_93	46.07
A1E12M	DonA_bin_94	67.95
A1E12M	DonA_bin_95	28.11
A1E12M	DonA_bin_96	82.24
A1E12M	DonA_bin_97	12.86
A1E12M	DonA_bin_98	30.82
A1E12M	DonA_bin_99	6.79
A1E12M	DonB_UnBin	15.25
A1E12M	DonB_bin_1	73.59
A1E12M	DonB_bin_10	13.26
A1E12M	DonB_bin_100	34.88
A1E12M	DonB_bin_101	23.86
A1E12M	DonB_bin_102	3.31
A1E12M	DonB_bin_103	84.05
A1E12M	DonB_bin_104	25.13
A1E12M	DonB_bin_105	14.68
A1E12M	DonB_bin_106	22.3
A1E12M	DonB_bin_107	26.73
A1E12M	DonB_bin_108	17.74
A1E12M	DonB_bin_109	14.23
A1E12M	DonB_bin_11	13.15
A1E12M	DonB_bin_110	23
A1E12M	DonB_bin_111	1.11
A1E12M	DonB_bin_112	28.65
A1E12M	DonB_bin_113	53.74
A1E12M	DonB_bin_114	24.55
